Subject,Catalog,Section,Component,Session,MinUnits,Units,TotEnrl,CapEnrl,Instructor,Capacity,Room,Mtg Start,Mtg End,Days,Start Date,End Date,Term,Campus,Class Nbr,Total Credits,DUP,FULL,OVER
PHY, 241,DC90,DED,1,4,4,1,1,"Kuchina,Elena",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,54859,4,,FULL,
PHY, 241,DC9L,LAB,1,4,0,1,1,"Kuchina,Elena",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,54861,0,,FULL,
PHY, 242,40H,LEC,1,4,4,9,24,"Weygand,Dennis P",24,420,5:30:00 PM,6:45:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,23586,36,,,
PHY, 242,40HL,LAB,1,0,0,9,24,"Weygand,Dennis P",24,400,7:00:00 PM,9:40:00 PM,M,1/9/2023,5/6/2023,2232,MAIN,23587,0,,,
PHY, 242,D01,DED,1,4,4,7,24,"Kuchina,Elena",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24278,28,,,
PHY, 242,D01L,LAB,1,4,0,7,24,"Kuchina,Elena",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24279,0,,,
SAF, 130,D01,DED,1,1,1,0,12,"Morris Jr.,Edward W",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,40303,0,,,
UMS, 107,B40H,LEC,8W1,3,3,4,16,"Bellows,Alan Scott",16,319,5:45:00 PM,8:15:00 PM,M,1/9/2023,3/4/2023,2232,MAIN,24079,12,,,
UMS, 107,DJ01,DED,8W1,3,3,2,13,"Young,Julie A",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,24342,6,,,
UMS, 111,B20W,LEC,8W1,3,3,2,8,"Berquist,Peter J",24,236,9:30:00 AM,12:15:00 PM,R,1/9/2023,3/4/2023,2232,HT,24638,6,,,
UMS, 111,B40H,LEC,8W2,3,3,5,10,"Bellows,Alan Scott",16,319,4:00:00 PM,6:50:00 PM,W,3/13/2023,5/6/2023,2232,MAIN,24543,15,,,
UMS, 111,B40H,LEC,8W2,3,0,0,10,"Young,Julie A",16,319,4:00:00 PM,6:50:00 PM,W,3/13/2023,5/6/2023,2232,MAIN,24543,0,DUP,,
UMS, 177,B50H,LEC,12W,3,3,5,8,"Sterk,Marius",16,319,4:00:00 PM,6:50:00 PM,T,2/7/2023,5/8/2023,2232,MAIN,24211,15,,,
UMS, 193,B01H,LEC,8W2,3,3,2,8,"Sterk,Marius",16,319,2:00:00 PM,4:50:00 PM,M,3/13/2023,5/6/2023,2232,MAIN,46313,6,,,
UMS, 211,B20W,LEC,8W2,3,3,0,8,"Berquist,Peter J",24,236,9:30:00 AM,12:15:00 PM,R,3/13/2023,5/6/2023,2232,HT,46314,0,,,
UMS, 295,B50H,LEC,12W,3,3,4,8,"Bellows,Alan Scott",16,319,4:00:00 PM,6:50:00 PM,R,2/7/2023,5/8/2023,2232,MAIN,24529,12,,,
UMS, 295,B50H,LEC,12W,3,0,0,8,"Staff,Tba",16,319,4:00:00 PM,6:50:00 PM,R,2/7/2023,5/8/2023,2232,MAIN,24529,0,DUP,,
UMS, 295,B50H,LEC,12W,3,0,0,8,"Young,Julie A",16,319,4:00:00 PM,6:50:00 PM,R,2/7/2023,5/8/2023,2232,MAIN,24529,0,DUP,,
